,index_t,Series,Release Year,IMDB Rating,Genre,Director,Stars,soup
2548,Training Day - 2017,Training Day,2017,6.0,"Action, Crime, Drama",Unavailable,"Bill Paxton, Justin Cornwell, Katrina Law, w Van Ack","Action, Crime, Drama, Unavailable, Bill Paxton, Justin Cornwell, Katrina Law, w Van Ack"
2549,Motherland - (2016 -  ),Motherland,(2016 -  ),7.5,Comedy,Unavailable,"Anna Maxwell Martin, Lucy Punch, ne Morgan, Paul Ready","Comedy, Unavailable, Anna Maxwell Martin, Lucy Punch, ne Morgan, Paul Ready"
2550,The Finder - 2012,The Finder,2012,7.7,"Comedy, Crime, Drama",Unavailable,"Geoff Stul, Maddie Hasson, Mercedes Mason, Michael Clarke Duncan","Comedy, Crime, Drama, Unavailable, Geoff Stul, Maddie Hasson, Mercedes Mason, Michael Clarke Duncan"
2551,Air Emergency - (2003 -  ),Air Emergency,(2003 -  ),8.8,"Documentary, Crime, Drama",Unavailable,"phen Bog, Jonathan A, Gregory Feith, John Cox","Documentary, Crime, Drama, Unavailable, phen Bog, Jonathan A, Gregory Feith, John Cox"
2552,Rise of the Teenage Mutant Ninja Turtles - (2018 -  ),Rise of the Teenage Mutant Ninja Turtles,(2018 -  ),5.1,"Animation, Short, Action",Unavailable,"Ben Schwartz, Brandon Mychal Smith, Omar Benson Mill, Josh Bren","Animation, Short, Action, Unavailable, Ben Schwartz, Brandon Mychal Smith, Omar Benson Mill, Josh Bren"
2553,Sin Senos Sí Hay Paraíso - (2016 -  ),Sin Senos Sí Hay Paraíso,(2016 -  ),6.7,"Action, Crime, Drama",Unavailable,"Fabián Rí, Carolina Gaitan, Majida I, Catherine Siachoqu","Action, Crime, Drama, Unavailable, Fabián Rí, Carolina Gaitan, Majida I, Catherine Siachoqu"
2554,Grey's Anatomy: B-Team - (2018 -  ),Grey's Anatomy: B-Team,(2018 -  ),8.3,Drama,Unavailable,"kis Nin, Jeanine Mason, Jake Borell, phia Al","Drama, Unavailable, kis Nin, Jeanine Mason, Jake Borell, phia Al"
2555,Power Rangers Ninja Steel - (2017 - 2018),Power Rangers Ninja Steel,(2017 - 2018),6.1,"Action, Sci-Fi",Unavailable,"William Shewfel, Nico Greetham, Zoë Robin, Peter Adrian Sud","Action, Sci-Fi, Unavailable, William Shewfel, Nico Greetham, Zoë Robin, Peter Adrian Sud"
2556,Always a Witch - (2019 -  ),Always a Witch,(2019 -  ),6.3,"Drama, Fantasy",Unavailable,"Angely Gav, fía Araúj, ylan Fuen, ubán Andrés Prad","Drama, Fantasy, Unavailable, Angely Gav, fía Araúj, ylan Fuen, ubán Andrés Prad"
2557,Fam - 2019,Fam,2019,6.1,Comedy,Unavailable,"Nina Dobrev, Tone Bell, Odessa A’zion, heryl Lee Ralph","Comedy, Unavailable, Nina Dobrev, Tone Bell, Odessa A’zion, heryl Lee Ralph"
2558,Ben 10 - (2016 -  ),Ben 10,(2016 -  ),2.5,"Animation, Short, Action",Unavailable,"Montse Hernandez, Tara Strong, vid Kay, Roger Craig Smith","Animation, Short, Action, Unavailable, Montse Hernandez, Tara Strong, vid Kay, Roger Craig Smith"
2559,Wonderland - (2013 - 2015),Wonderland,(2013 - 2015),7.7,Drama,Unavailable,"Anna Bamford, Michael Dorman, Emma Lung, Tracy Mann","Drama, Unavailable, Anna Bamford, Michael Dorman, Emma Lung, Tracy Mann"
2560,Yemin - (2019 -  ),Yemin,(2019 -  ),6.3,Drama,Unavailable,"Özge Yagiz, Gokberk Dem, Can Verel, Munise Özlem","Drama, Unavailable, Özge Yagiz, Gokberk Dem, Can Verel, Munise Özlem"
2561,Toradora! - (2008 - 2011),Toradora!,(2008 - 2011),8.1,"Animation, Comedy, Drama",Unavailable,"Rie Kugimiy, Junji Majim, Yui H, Hirofumi Nojim","Animation, Comedy, Drama, Unavailable, Rie Kugimiy, Junji Majim, Yui H, Hirofumi Nojim"
2562,Another Period - (2013 - 2018),Another Period,(2013 - 2018),7.2,"Comedy, History",Unavailable,"Natasha Legg, Riki Lindhom, Armen Weitzman, Michael Ian Black","Comedy, History, Unavailable, Natasha Legg, Riki Lindhom, Armen Weitzman, Michael Ian Black"
2564,Jimmy Kimmel Live! - (2003 -  ),Jimmy Kimmel Live!,(2003 -  ),6.6,"Comedy, Music, Talk-Show",Unavailable,"Jimmy Kimmel, Cleto and the Cleton, Cleto Escobedo III, ky B","Comedy, Music, Talk-Show, Unavailable, Jimmy Kimmel, Cleto and the Cleton, Cleto Escobedo III, ky B"
2565,La que se avecina - (2007 -  ),La que se avecina,(2007 -  ),7.3,Comedy,Unavailable,"Ricardo Arroy, Pablo Chiapell, José Luis Gil, Nacho Gu","Comedy, Unavailable, Ricardo Arroy, Pablo Chiapell, José Luis Gil, Nacho Gu"
2566,The Kettering Incident - (2016 -  ),The Kettering Incident,(2016 -  ),6.9,"Crime, Drama, Horror",Unavailable,"Elizabeth Debick, Matthew Le Nevez, Henry Nixon, Anthony Phelan","Crime, Drama, Horror, Unavailable, Elizabeth Debick, Matthew Le Nevez, Henry Nixon, Anthony Phelan"
2567,Violetta - (2012 -  ),Violetta,(2012 -  ),5.2,"Drama, Family, Music",Unavailable,"go Ram, Martina Stoessel, Jorge Blan, Mercedes Lamb","Drama, Family, Music, Unavailable, go Ram, Martina Stoessel, Jorge Blan, Mercedes Lamb"
2568,The Long Song - (2018 -  ),The Long Song,(2018 -  ),7.2,Drama,Unavailable,"Hayley Atwell, ña Croll, Ethan Hazzard, Tamara Lawran","Drama, Unavailable, Hayley Atwell, ña Croll, Ethan Hazzard, Tamara Lawran"
2569,Bering Sea Gold - (2012 -  ),Bering Sea Gold,(2012 -  ),6.7,Reality-TV,Unavailable,"hawn Pomrenk, Emily Riedel, Mike Row, Kris Kelly","Reality-TV, Unavailable, hawn Pomrenk, Emily Riedel, Mike Row, Kris Kelly"
2570,The Sarah Jane Adventures - (2007 - 2020),The Sarah Jane Adventures,(2007 - 2020),7.4,"Drama, Family, Sci-Fi",Unavailable,"Elisabeth Sladen, niel Anthony, Alexander Armstrong, Tommy Knigh","Drama, Family, Sci-Fi, Unavailable, Elisabeth Sladen, niel Anthony, Alexander Armstrong, Tommy Knigh"
2571,Black Box - 2014,Black Box,2014,6.7,Drama,Unavailable,"Kelly Reilly, h Davey, vid Ajal, Ali Wong","Drama, Unavailable, Kelly Reilly, h Davey, vid Ajal, Ali Wong"
2572,Sherman's Showcase - (2019 -  ),Sherman's Showcase,(2019 -  ),5.5,"Comedy, Music",Unavailable,"Bashir Salahuddin, vere Rog, Nefetari Spen, Tiffany Daniel","Comedy, Music, Unavailable, Bashir Salahuddin, vere Rog, Nefetari Spen, Tiffany Daniel"
2573,I Love Dick - (2016 - 2017),I Love Dick,(2016 - 2017),6.2,Comedy,Unavailable,"Kevin Bacon, Kathryn Hahn, Griffin Dunn, Roberta Colindrez","Comedy, Unavailable, Kevin Bacon, Kathryn Hahn, Griffin Dunn, Roberta Colindrez"
2574,Dirty Sexy Money - (2007 - 2009),Dirty Sexy Money,(2007 - 2009),7.2,Drama,Unavailable,"Peter Krau, nald Sutherland, William Baldwin, Natalie Z","Drama, Unavailable, Peter Krau, nald Sutherland, William Baldwin, Natalie Z"
2575,Kurtlar Vadisi - (2003 - 2005),Kurtlar Vadisi,(2003 - 2005),7.4,"Action, Crime, Drama",Unavailable,"Necati Sasmaz, Özgü Namal, Gürkan Uygun, Erdem Ergüney","Action, Crime, Drama, Unavailable, Necati Sasmaz, Özgü Namal, Gürkan Uygun, Erdem Ergüney"
2576,The A List - (2018 -  ),The A List,(2018 -  ),5.3,"Crime, Drama, Mystery",Unavailable,"Lisa Ambalavan, Ellie Duckl, Rosie Dwy, Jacob Dudman","Crime, Drama, Mystery, Unavailable, Lisa Ambalavan, Ellie Duckl, Rosie Dwy, Jacob Dudman"
2577,X-Men: Evolution - (2000 - 2003),X-Men: Evolution,(2000 - 2003),7.9,"Animation, Action, Drama",Unavailable," McNeil, Meghan Black, Christopher Judg, Kirby Morrow","Animation, Action, Drama, Unavailable,  McNeil, Meghan Black, Christopher Judg, Kirby Morrow"
2578,Ouran High School Host Club - 2006,Ouran High School Host Club,2006,8.2,"Animation, Comedy, Romance",Unavailable,"Maaya Sakam, Mamoru Miyan, Masaya Matsukaz, ""Kenichi Suzumu""","Animation, Comedy, Romance, Unavailable, Maaya Sakam, Mamoru Miyan, Masaya Matsukaz, ""Kenichi Suzumu"""
2579,Ultimate Beastmaster - (2017 -  ),Ultimate Beastmaster,(2017 -  ),7.3,"Game-Show, Reality-TV",Unavailable,"Tiki Barb, Rafinha B, Luis Ernesto Fran, Inés Sainz","Game-Show, Reality-TV, Unavailable, Tiki Barb, Rafinha B, Luis Ernesto Fran, Inés Sainz"
2580,Tatli Küçük Yalancilar - 2015,Tatli Küçük Yalancilar,2015,5.6,"Drama, Mystery, Thriller",Unavailable,"lan Çiçek Deniz, Büsra Devel, Beste Kökdem, ukru Ozyildiz","Drama, Mystery, Thriller, Unavailable, lan Çiçek Deniz, Büsra Devel, Beste Kökdem, ukru Ozyildiz"
2581,Zigosani u reketu - (2018 -  ),Zigosani u reketu,(2018 -  ),7.9,"Comedy, Drama, Romance",Unavailable,"Nebojsa Dugal, Aleksandar Radoj, Filip Sovagov, Miona Markov","Comedy, Drama, Romance, Unavailable, Nebojsa Dugal, Aleksandar Radoj, Filip Sovagov, Miona Markov"
2582,Al Hayba - (2017 -  ),Al Hayba,(2017 -  ),7.5,"Action, Romance",Unavailable,"Hassan Mrad, Taim Hasan, Nadine Nassib Njeim, Mona Wassef","Action, Romance, Unavailable, Hassan Mrad, Taim Hasan, Nadine Nassib Njeim, Mona Wassef"
2583,Permanent Roommates - (2014 -  ),Permanent Roommates,(2014 -  ),8.6,"Comedy, Romance",Unavailable,"umeet Vy, Nidhi Singh, pak Kumar Mish, hishir Sharm","Comedy, Romance, Unavailable, umeet Vy, Nidhi Singh, pak Kumar Mish, hishir Sharm"
2584,Ramayan - (1987 - 1988),Ramayan,(1987 - 1988),9.3,"Family, Fantasy, War",Unavailable,"Arun Govil, pika Chikhal, unil Lah, Arvind Trived","Family, Fantasy, War, Unavailable, Arun Govil, pika Chikhal, unil Lah, Arvind Trived"
2585,Bat Masterson - (1958 - 1961),Bat Masterson,(1958 - 1961),7.3,Western,Unavailable,"Gene Barry, Allison Hay, Allen Jaff, Ken Drak","Western, Unavailable, Gene Barry, Allison Hay, Allen Jaff, Ken Drak"
2586,Flash Gordon: A Modern Space Opera - (2007 - 2008),Flash Gordon: A Modern Space Opera,(2007 - 2008),4.8,"Action, Adventure, Drama",Unavailable,"Eric Johnson, Gina Holden, Karen Clich, Jody R","Action, Adventure, Drama, Unavailable, Eric Johnson, Gina Holden, Karen Clich, Jody R"
2587,Life with Derek - (2005 - 2009),Life with Derek,(2005 - 2009),7.3,"Comedy, Drama, Family",Unavailable,"Michael S, Ashley Legg, Jordan Todosey, niel Magd","Comedy, Drama, Family, Unavailable, Michael S, Ashley Legg, Jordan Todosey, niel Magd"
2588,Family - (1976 - 1980),Family,(1976 - 1980),7.5,"Drama, Family",Unavailable,"da Thompson, James Broderick, Gary Frank, Kristy McNichol","Drama, Family, Unavailable, da Thompson, James Broderick, Gary Frank, Kristy McNichol"
2589,No Hiding Place - (1959 - 1967),No Hiding Place,(1959 - 1967),7.9,Crime,Unavailable,"Raymond Fran, Eric Land, Johnny Brigg, Michael McStay","Crime, Unavailable, Raymond Fran, Eric Land, Johnny Brigg, Michael McStay"
2590,Metalocalypse - (2006 - 2013),Metalocalypse,(2006 - 2013),8.2,"Animation, Comedy, Music",Unavailable,"Brendon Small, Tommy Blach, Mark Hamill, Victor Brand","Animation, Comedy, Music, Unavailable, Brendon Small, Tommy Blach, Mark Hamill, Victor Brand"
2591,The InBetween - 2019,The InBetween,2019,7.0,"Drama, Sci-Fi",Unavailable,"Harriet Dy, Justin Cornwell, Cindy Lun, Anne-Marie Johnson","Drama, Sci-Fi, Unavailable, Harriet Dy, Justin Cornwell, Cindy Lun, Anne-Marie Johnson"
2592,I Am a Killer - (2018 - 2020),I Am a Killer,(2018 - 2020),7.5,"Documentary, Crime",Unavailable,"Reece Putin, vid Gal, ndra Buchanan, Justin Dicken","Documentary, Crime, Unavailable, Reece Putin, vid Gal, ndra Buchanan, Justin Dicken"
2593,Z: The Beginning of Everything - (2015 - 2017),Z: The Beginning of Everything,(2015 - 2017),7.2,"Biography, Drama",Unavailable,"Christina R, vid Hoflin, Kristine Nielsen, vid Strathairn","Biography, Drama, Unavailable, Christina R, vid Hoflin, Kristine Nielsen, vid Strathairn"
2594,The Ropers - (1979 - 1980),The Ropers,(1979 - 1980),5.9,Comedy,Unavailable,"Norman Fell, Audra Lindley, Jeffrey Tamb, Patty McCormack","Comedy, Unavailable, Norman Fell, Audra Lindley, Jeffrey Tamb, Patty McCormack"
2595,See No Evil - (2014 -  ),See No Evil,(2014 -  ),8.1,"Documentary, Crime",Unavailable,"Ross Hugu, Bryan Edward, James J. Wilson, w Ried","Documentary, Crime, Unavailable, Ross Hugu, Bryan Edward, James J. Wilson, w Ried"
2596,Silk - (2011 - 2014),Silk,(2011 - 2014),8.0,Drama,Unavailable,"Maxine Peak, Rupert Penry-Jon, Neil Stuk, Theo Barklem-Bigg","Drama, Unavailable, Maxine Peak, Rupert Penry-Jon, Neil Stuk, Theo Barklem-Bigg"
2597,Saved by the Bell - (2020 -  ),Saved by the Bell,(2020 -  ),,Comedy,Unavailable,"Elizabeth Berkley, Belmont Camel, xter Darden, John Michael Higgin","Comedy, Unavailable, Elizabeth Berkley, Belmont Camel, xter Darden, John Michael Higgin"
2598,Love Alarm - (2019 -  ),Love Alarm,(2019 -  ),7.4,"Comedy, Drama, Romance",Unavailable,#NAME?,"Comedy, Drama, Romance, Unavailable, -Hyun Kim, ng Kang, Ga-ram Jung, Min-Si G"
2599,The Tribe - (1999 - 2003),The Tribe,(1999 - 2003),7.7,"Drama, Romance, Sci-Fi",Unavailable,"Caleb R, Victoria Spen, Meryl C, Antonia Prebbl","Drama, Romance, Sci-Fi, Unavailable, Caleb R, Victoria Spen, Meryl C, Antonia Prebbl"
2600,Last Laugh in Vegas - (2018 -  ),Last Laugh in Vegas,(2018 -  ),7.6,Documentary,Unavailable,"Bobby Ball, Tommy Cannon, Bernie Clifton, Jess Conrad","Documentary, Unavailable, Bobby Ball, Tommy Cannon, Bernie Clifton, Jess Conrad"
2601,Weird City - (2019 -  ),Weird City,(2019 -  ),5.9,"Comedy, Sci-Fi",Unavailable,"Cynthy Wu, LeVar Burton, Anthony Holiday, Emily Koslosk","Comedy, Sci-Fi, Unavailable, Cynthy Wu, LeVar Burton, Anthony Holiday, Emily Koslosk"
2602,Weird Science - (1994 - 1998),Weird Science,(1994 - 1998),6.8,"Comedy, Sci-Fi",Unavailable,"Michael Man, John Ash, Vanessa Angel, Lee Tergesen","Comedy, Sci-Fi, Unavailable, Michael Man, John Ash, Vanessa Angel, Lee Tergesen"
2603,Meurtres à... - (2013 -  ),Meurtres à...,(2013 -  ),6.5,"Crime, Drama, Mystery",Unavailable,"Antoine Duléry, Charlotte de Turckheim, Frédéric Diefenthal, Bruno Wolkowitch","Crime, Drama, Mystery, Unavailable, Antoine Duléry, Charlotte de Turckheim, Frédéric Diefenthal, Bruno Wolkowitch"
2604,Prison School - (2015 -  ),Prison School,(2015 -  ),7.6,"Animation, Comedy",Unavailable,"Hiroshi Kamiy, Katsuyuki Konish, ""Kenichi Suzumu"", suke Namikaw","Animation, Comedy, Unavailable, Hiroshi Kamiy, Katsuyuki Konish, ""Kenichi Suzumu"", suke Namikaw"
2605,Digimon: Digital Monsters - (1999 - 2003),Digimon: Digital Monsters,(1999 - 2003),7.3,"Animation, Action, Adventure",Unavailable,"ve Blum, Mona Marshall, Tifanie Christun, k Stephen Prin","Animation, Action, Adventure, Unavailable, ve Blum, Mona Marshall, Tifanie Christun, k Stephen Prin"
2606,McDonald & Dodds - (2020 -  ),McDonald & Dodds,(2020 -  ),6.8,"Crime, Mystery",Unavailable,"Jason Watkin, Pearl Chand, Tala Gouv, Jack Riddiford","Crime, Mystery, Unavailable, Jason Watkin, Pearl Chand, Tala Gouv, Jack Riddiford"
2607,American Woman - 2018,American Woman,2018,6.2,Comedy,Unavailable,"Alicia Silverston, Mena Suv, Jennifer Bartel, Makenna Jam","Comedy, Unavailable, Alicia Silverston, Mena Suv, Jennifer Bartel, Makenna Jam"
2608,Star Trek: Lower Decks - (2020 -  ),Star Trek: Lower Decks,(2020 -  ),,"Animation, Comedy, Sci-Fi",Unavailable,"Eugene Cord, Tawny Newsom, Jack Quaid, Noël Well","Animation, Comedy, Sci-Fi, Unavailable, Eugene Cord, Tawny Newsom, Jack Quaid, Noël Well"
2610,SKAM Italia - (2018 -  ),SKAM Italia,(2018 -  ),7.7,Drama,Unavailable,"Ludovica Martin, Beatrice Brusch, Greta Ragu, Federico C","Drama, Unavailable, Ludovica Martin, Beatrice Brusch, Greta Ragu, Federico C"
2611,Guardians of the Galaxy - (2015 -  ),Guardians of the Galaxy,(2015 -  ),7.4,"Animation, Action, Adventure",Unavailable,"Kevin Michael Richardson, Vanessa Marshall, vid Sobolov, Will Friedl","Animation, Action, Adventure, Unavailable, Kevin Michael Richardson, Vanessa Marshall, vid Sobolov, Will Friedl"
2612,Sex Games Vegas - (2005 - 2006),Sex Games Vegas,(2005 - 2006),6.6,"Drama, Romance",Unavailable,"Chloe Nicol, niel Anderson, Glen Meadow, Michelle Lay","Drama, Romance, Unavailable, Chloe Nicol, niel Anderson, Glen Meadow, Michelle Lay"
2613,The Darling Buds of May - (1991 - 1993),The Darling Buds of May,(1991 - 1993),7.8,"Comedy, Drama",Unavailable,"avid Jason, Pam F, phanie Ralph, Philip Frank","Comedy, Drama, Unavailable, avid Jason, Pam F, phanie Ralph, Philip Frank"
2614,Rush - (2008 - 2011),Rush,(2008 - 2011),7.5,"Crime, Drama, Mystery",Unavailable,"Rodger C, Callan Mulvey, Nicole da Silv, Ashley Zukerman","Crime, Drama, Mystery, Unavailable, Rodger C, Callan Mulvey, Nicole da Silv, Ashley Zukerman"
2615,Valerie - (1986 - 1991),Valerie,(1986 - 1991),6.5,"Comedy, Family",Unavailable,"Jason Bateman, Jeremy Lich, n Pon, Josh Tayl","Comedy, Family, Unavailable, Jason Bateman, Jeremy Lich, n Pon, Josh Tayl"
2616,A Korean Odyssey - (2017 - 2018),A Korean Odyssey,(2017 - 2018),8.1,"Comedy, Fantasy, Horror",Unavailable,"ung-gi L, ung-Won Ch, Yeon-Seo Oh, Hong-ki L","Comedy, Fantasy, Horror, Unavailable, ung-gi L, ung-Won Ch, Yeon-Seo Oh, Hong-ki L"
2618,Berserk - (2016 - 2017),Berserk,(2016 - 2017),6.9,"Animation, Action, Drama",Unavailable,"Erik Scott Kim, Max Mittelman, h Anne William, Hiroaki Iwanag","Animation, Action, Drama, Unavailable, Erik Scott Kim, Max Mittelman, h Anne William, Hiroaki Iwanag"
2619,Big Wolf on Campus - (1999 - 2002),Big Wolf on Campus,(1999 - 2002),7.5,"Comedy, Action, Horror",Unavailable,"anny Smith, Brandon Quinn, Aimée Castl, menic Di R","Comedy, Action, Horror, Unavailable, anny Smith, Brandon Quinn, Aimée Castl, menic Di R"
2620,Kavanagh QC - (1995 - 2001),Kavanagh QC,(1995 - 2001),7.5,"Crime, Drama, Mystery",Unavailable,"John Thaw, Oliver Ford Dav, Nicholas Jon, Cliff P","Crime, Drama, Mystery, Unavailable, John Thaw, Oliver Ford Dav, Nicholas Jon, Cliff P"
2621,The Adventures of Sinbad - (1996 - 1998),The Adventures of Sinbad,(1996 - 1998),7.1,"Fantasy, Action, Adventure",Unavailable,"Zen Gesn, George Buz, Tim Progosh, Oris Erhu","Fantasy, Action, Adventure, Unavailable, Zen Gesn, George Buz, Tim Progosh, Oris Erhu"
2622,The Magic School Bus Rides Again - (2017 - 2018),The Magic School Bus Rides Again,(2017 - 2018),6.2,"Animation, Adventure, Family",Unavailable,"Mikaela Blak, Gabby Clark, Lynsey Pham, Birva Pandy","Animation, Adventure, Family, Unavailable, Mikaela Blak, Gabby Clark, Lynsey Pham, Birva Pandy"
2623,A Family at War - (1970 - 1972),A Family at War,(1970 - 1972),7.9,"Drama, War",Unavailable,"Colin Dougl, Barbara Flynn, Lesley Nunnerley, Coral Atkin","Drama, War, Unavailable, Colin Dougl, Barbara Flynn, Lesley Nunnerley, Coral Atkin"
2624,The Hills - (2006 - 2010),The Hills,(2006 - 2010),3.5,"Drama, Reality-TV",Unavailable,"Audrina Patridg, Heidi Montag, Lauren Conrad, pencer P","Drama, Reality-TV, Unavailable, Audrina Patridg, Heidi Montag, Lauren Conrad, pencer P"
2625,Acting for a Cause - (2020 -  ),Acting for a Cause,(2020 -  ),7.9,Drama,Unavailable,"Brando Crawford, ""Aulii Cravalh"", Justice Smith, Brandon Flynn","Drama, Unavailable, Brando Crawford, ""Aulii Cravalh"", Justice Smith, Brandon Flynn"
2626,Öyle Bir Geçer Zaman ki - (2010 - 2013),Öyle Bir Geçer Zaman ki,(2010 - 2013),6.7,"Adventure, Drama, Family",Unavailable,"Ayça Bingöl, Yildiz Çagri Atiksoy, Aras Bulut Iyneml, Mete Horozoglu","Adventure, Drama, Family, Unavailable, Ayça Bingöl, Yildiz Çagri Atiksoy, Aras Bulut Iyneml, Mete Horozoglu"
2627,Borderliner - (2017 -  ),Borderliner,(2017 -  ),6.8,"Crime, Drama, Thriller",Unavailable,"Tobias Santelmann, Ellen Dorrit Petersen, Benjamin Helstad, Eivind Sand","Crime, Drama, Thriller, Unavailable, Tobias Santelmann, Ellen Dorrit Petersen, Benjamin Helstad, Eivind Sand"
2628,The Bernie Mac Show - (2001 - 2006),The Bernie Mac Show,(2001 - 2006),7.0,"Comedy, Drama, Family",Unavailable,"Bernie M, Kellita Smith, Jeremy Suarez, v","Comedy, Drama, Family, Unavailable, Bernie M, Kellita Smith, Jeremy Suarez, v"
2629,"Signed, Sealed, Delivered - 2014","Signed, Sealed, Delivered",2014,7.5,"Comedy, Drama, Mystery",Unavailable,"Eric Mabiu, Kristin Booth, Yan-Kay Crystal Low, Geoff Gustafson","Comedy, Drama, Mystery, Unavailable, Eric Mabiu, Kristin Booth, Yan-Kay Crystal Low, Geoff Gustafson"
2630,Blue's Clues & You - (2019 -  ),Blue's Clues & You,(2019 -  ),6.9,"Animation, Adventure, Comedy",Unavailable,"Joshua Dela Cruz, Traci Paige Johnson, ug Murray, Liyou Ab","Animation, Adventure, Comedy, Unavailable, Joshua Dela Cruz, Traci Paige Johnson, ug Murray, Liyou Ab"
2631,Selfie - 2014,Selfie,2014,7.2,"Comedy, Romance",Unavailable,"Karen Gillan, John Ch, Allyn Rachel, ""Vine Joy Randolph""","Comedy, Romance, Unavailable, Karen Gillan, John Ch, Allyn Rachel, ""Vine Joy Randolph"""
2632,Batman: The Brave and the Bold - (2008 - 2011),Batman: The Brave and the Bold,(2008 - 2011),7.3,"Animation, Action, Adventure",Unavailable,"drich Bad, John DiMagg, James Arnold Tayl, Bradley Bak","Animation, Action, Adventure, Unavailable, drich Bad, John DiMagg, James Arnold Tayl, Bradley Bak"
2633,The Time Tunnel - (1966 - 1967),The Time Tunnel,(1966 - 1967),7.6,"Action, Adventure, Sci-Fi",Unavailable,"James Darren, Robert Colb, Whit Bissell, John Zaremb","Action, Adventure, Sci-Fi, Unavailable, James Darren, Robert Colb, Whit Bissell, John Zaremb"
2634,Stalker - (2014 - 2015),Stalker,(2014 - 2015),7.5,"Crime, Drama, Thriller",Unavailable,"ylan McDerm, Maggie Q, Victor Rasuk, Mariana Klaven","Crime, Drama, Thriller, Unavailable, ylan McDerm, Maggie Q, Victor Rasuk, Mariana Klaven"
2635,Snowy River: The McGregor Saga - (1994 - 1996),Snowy River: The McGregor Saga,(1994 - 1996),7.2,"Drama, Western",Unavailable,"Andrew Clark, Brett Clim, Guy P, heryl Munk","Drama, Western, Unavailable, Andrew Clark, Brett Clim, Guy P, heryl Munk"
